427,974
251,609
564,341
971,476
974,534
614,582
419,675
19,344
240,379
451,580
107,938
922,302
455,752
590,597
637,75
698,260
445,584
687,28
637,465
897,483
856,714
832,264
630,734
36,105
445,950
481,371
418,43
448,505
801,608
330,625
139,658
236,346
493,663
31,798
261,911
947,426
303,926
572,785
35,188
768,183
394,537
556,256
584,757
937,78
966,488
685,137
77,931
786,732
768,903
975,885
13,259
177,668
44,165
920,817
38,497
182,687
662,487
181,303
655,329
590,91
333,433
452,274
626,920
848,190
664,758
96,434
398,744
170,315
327,266
529,234
