554,758
857,103
177,475
856,425
435,656
76,552
190,74
82,331
563,784
432,395
373,364
306,352
785,707
213,996
832,66
92,968
824,654
440,322
561,752
114,257
152,404
811,171
414,416
364,352
786,193
230,744
795,34
983,593
815,811
253,576
279,335
295,785
93,587
348,194
474,207
687,261
502,92
548,29
596,903
469,711
138,284
844,65
929,268
539,380
961,717
726,818
860,982
473,709
466,394
889,699
61,859
24,792
194,626
802,33
763,298
941,739
69,302
233,201
883,744
517,691
676,411
880,606
910,705
428,118
113,229
307,903
915,460
554,833
97,559
121,954
906,960
765,222
197,749
611,1
190,367
828,897
611,147
639,158
841,71
819,221
930,828
560,643
858,727
960,552
971,521
683,994
643,481
840,714
542,412
198,657
