934,27
737,573
261,797
344,393
871,600
44,367
402,604
388,230
479,970
472,795
143,296
188,847
341,874
39,144
969,351
766,144
438,109
833,787
415,45
402,188
211,275
80,78
922,468
823,156
739,919
669,646
512,975
867,559
851,980
237,746
669,116
787,646
177,823
974,796
162,473
135,519
774,287
225,124
596,983
121,837
853,839
872,949
464,578
82,354
546,468
21,973
175,353
253,919
673,806
170,126
126,968
835,600
171,495
834,166
45,218
136,7
687,936
628,718
241,245
53,460
9,388
567,968
875,707
929,462
59,719
74,945
224,629
330,905
983,105
300,178
722,881
210,533
155,351
522,320
371,552
116,287
279,738
160,422
830,945
858,297
811,808
998,499
906,258
429,712
618,945
165,11
869,897
654,60
365,598
929,74
455,597
470,349
135,710
405,154
912,781
596,565
479,473
547,277
382,224
239,66
759,81
528,789
651,258
113,644
143,847
66,952
0,161
366,118
627,61
634,393
737,89
542,976
823,13
907,62
631,709
314,323
945,945
77,992
750,239
636,88
