315,591
975,705
804,304
735,104
301,789
889,159
472,535
954,682
216,434
530,375
409,349
954,879
50,253
426,503
860,779
28,70
48,494
70,515
954,959
180,631
679,744
194,790
459,320
154,280
390,56
228,820
439,466
621,826
465,347
836,498
480,312
943,522
601,703
272,61
586,30
943,676
413,431
366,794
140,554
792,335
808,862
65,469
724,519
785,586
214,237
693,795
139,931
976,81
926,256
418,472
111,949
368,557
382,155
476,979
197,289
87,669
956,642
961,724
846,628
599,433
