774,137
874,764
273,359
322,445
254,240
932,143
702,663
436,14
861,214
37,363
903,281
166,18
361,279
81,536
430,992
897,13
345,478
449,407
156,729
492,445
459,443
426,672
410,442
658,929
671,444
14,227
455,706
635,75
130,590
550,199
807,663
582,961
596,43
644,291
864,241
791,657
132,696
594,382
22,111
894,123
279,869
47,248
763,546
9,726
39,888
37,433
731,695
373,769
440,934
329,390
14,523
986,692
401,950
772,288
617,525
349,600
381,256
303,782
308,887
963,425
811,566
185,683
454,464
819,560
822,426
989,25
426,259
249,927
781,266
124,756
989,171
220,422
914,424
862,498
291,58
777,338
568,456
997,443
249,74
666,632
863,106
210,233
902,223
565,482
574,47
472,520
15,704
194,467
640,82
989,258
106,959
870,154
248,240
80,18
649,825
132,86
583,771
661,279
278,239
281,550
548,499
197,928
507,364
321,636
993,560
97,654
872,499
346,785
53,894
119,218
